date,actual,forecast,product
2024-08-28T00:00:00.000+0000,1.93,1.807800724732989,Natural Gas
2024-08-29T00:00:00.000+0000,2.14,1.8003728666140737,Natural Gas
2024-08-30T00:00:00.000+0000,2.13,1.790939523554833,Natural Gas
2024-09-03T00:00:00.000+0000,2.2,1.7870770373329976,Natural Gas
2024-09-04T00:00:00.000+0000,2.14,1.8010414105965582,Natural Gas
2024-09-05T00:00:00.000+0000,2.25,1.8084692687154735,Natural Gas
2024-09-06T00:00:00.000+0000,2.28,1.8102749226944774,Natural Gas
2024-09-09T00:00:00.000+0000,2.17,1.7992816926784831,Natural Gas
2024-09-10T00:00:00.000+0000,2.23,1.7969047780804304,Natural Gas
2024-09-11T00:00:00.000+0000,2.27,1.7954192064566468,Natural Gas
2024-09-12T00:00:00.000+0000,2.36,1.8046297505241018,Natural Gas
2024-09-13T00:00:00.000+0000,2.31,1.81798863163361,Natural Gas
2024-09-16T00:00:00.000+0000,2.37,1.8283876330000912,Natural Gas
2024-09-17T00:00:00.000+0000,2.32,1.8245251467782553,Natural Gas
2024-09-18T00:00:00.000+0000,2.28,1.8331414621961972,Natural Gas
2024-09-19T00:00:00.000+0000,2.35,1.8328443478714402,Natural Gas
2024-09-20T00:00:00.000+0000,2.43,1.8342386354018787,Natural Gas
2024-09-23T00:00:00.000+0000,2.61,1.828296348906746,Natural Gas
2024-09-24T00:00:00.000+0000,2.55,1.84463763676836,Natural Gas
2024-09-25T00:00:00.000+0000,2.64,1.828296348906746,Natural Gas
2024-09-26T00:00:00.000+0000,2.59,1.8389924645979843,Natural Gas
2024-09-27T00:00:00.000+0000,2.9,1.84849456474149,Natural Gas
2024-09-30T00:00:00.000+0000,2.92,1.8377984490502524,Natural Gas
2024-10-01T00:00:00.000+0000,2.9,1.825616761735231,Natural Gas
2024-10-02T00:00:00.000+0000,2.89,1.811058159822157,Natural Gas
2024-10-03T00:00:00.000+0000,2.97,1.8018476157547023,Natural Gas
2024-10-04T00:00:00.000+0000,2.85,1.7940657377598184,Natural Gas
2024-10-07T00:00:00.000+0000,2.75,1.7934715091103048,Natural Gas
2024-10-08T00:00:00.000+0000,2.73,1.7931743947855483,Natural Gas
2024-10-09T00:00:00.000+0000,2.66,1.781884050444797,Natural Gas
2024-10-10T00:00:00.000+0000,2.67,1.7801013644962578,Natural Gas
2024-10-11T00:00:00.000+0000,2.63,1.7904548708231949,Natural Gas
2024-10-14T00:00:00.000+0000,2.49,1.778273183508174,Natural Gas
2024-10-15T00:00:00.000+0000,2.5,1.7794616408072002,Natural Gas
2024-10-16T00:00:00.000+0000,2.37,1.769656868090232,Natural Gas
2024-10-17T00:00:00.000+0000,2.35,1.7625261242960737,Natural Gas
2024-10-18T00:00:00.000+0000,2.26,1.7803017834860926,Natural Gas
