Price,Close,High,Low,Open,Volume
4/3/2023,0.012826269,0.012924071,0.012686089,0.012826269,0
4/4/2023,0.012720219,0.012720219,0.012496642,0.012720219,0
4/5/2023,0.012615909,0.012630249,0.012430081,0.012615909,0
4/6/2023,0.012474271,0.012551146,0.01222591,0.012474271,0
4/7/2023,0.012320582,0.012320582,0.012001201,0.012320582,0
4/10/2023,0.012335779,0.012349491,0.012130033,0.012335779,0
4/11/2023,0.012251149,0.012251149,0.012101117,0.012251149,0
4/12/2023,0.012335779,0.012335779,0.012098994,0.012335779,0
4/13/2023,0.012192892,0.012321493,0.012143291,0.012192892,0
4/14/2023,0.012245147,0.012319063,0.012161677,0.012245147,0
4/17/2023,0.012267681,0.012319063,0.012174336,0.012267681,0
4/18/2023,0.012192892,0.012319063,0.012189473,0.012192892,0
4/19/2023,0.012230172,0.012280787,0.012188137,0.012230172,0
4/20/2023,0.012245147,0.012346975,0.012222697,0.012245147,0
4/21/2023,0.012230172,0.0123133,0.012179452,0.012230172,0
4/24/2023,0.012282749,0.012380068,0.012239602,0.012282749,0
4/25/2023,0.012275964,0.012319063,0.012229498,0.012275964,0
4/26/2023,0.012373787,0.0122829,0.011998105,0.012245147,0
4/27/2023,0.012230172,0.012313073,0.012206286,0.012230172,0
4/28/2023,0.012222697,0.012679896,0.012222697,0.012222697,0
5/1/2023,0.012435491,0.012626502,0.012435491,0.012435491,0
5/2/2023,0.01239695,0.012601441,0.01239695,0.01239695,0
5/3/2023,0.012488293,0.012678289,0.012485954,0.012488293,0
5/4/2023,0.012584157,0.012910639,0.012584157,0.012584157,0
5/5/2023,0.012744537,0.013101867,0.012744537,0.012744537,0
5/8/2023,0.012857602,0.013077879,0.012749735,0.012857602,0
5/9/2023,0.012871669,0.012942471,0.012733419,0.012871669,0
5/10/2023,0.012826269,0.013193569,0.012774084,0.012826269,0
5/11/2023,0.012871669,0.01329363,0.0128303,0.013144923,0
5/12/2023,0.012992919,0.013127666,0.01279345,0.012992919,0
5/15/2023,0.012932428,0.012932428,0.012525051,0.012932428,0
5/16/2023,0.012544691,0.012638231,0.012385435,0.012544691,0
5/17/2023,0.012429308,0.012524266,0.012311555,0.012429308,0
5/18/2023,0.012544691,0.012586533,0.012432554,0.012544691,0
5/19/2023,0.012443228,0.012612726,0.012417733,0.012443228,0
5/22/2023,0.012489852,0.012596838,0.012466574,0.012489852,0
5/23/2023,0.012427764,0.012567946,0.012394414,0.012427764,0
5/24/2023,0.012480499,0.012689711,0.012411567,0.012480499,0
5/25/2023,0.012489852,0.012610738,0.012435337,0.012489852,0
5/26/2023,0.012501563,0.012581386,0.012459429,0.012466497,0
5/29/2023,0.012663839,0.012663839,0.01234545,0.012663839,0
5/30/2023,0.012466497,0.012504298,0.012282296,0.012466497,0
5/31/2023,0.012561236,0.012561236,0.012256029,0.012561236,0
6/1/2023,0.012267681,0.012447875,0.012267681,0.012267681,0
6/2/2023,0.012351017,0.012430467,0.012274306,0.012351017,0
6/5/2023,0.012381601,0.012413493,0.012221204,0.012381601,0
6/6/2023,0.012412338,0.012412338,0.012248898,0.012412338,0
6/7/2023,0.012297854,0.012365143,0.012216724,0.012297854,0
6/8/2023,0.012267681,0.012267681,0.012105365,0.012267681,0
6/9/2023,0.012198841,0.012251149,0.012059089,0.012198841,0
6/12/2023,0.012093361,0.012198841,0.01193816,0.012093361,0
6/13/2023,0.011926769,0.012139605,0.011877684,0.011926769,0
6/14/2023,0.011916821,0.011929615,0.011782032,0.011916821,0
6/15/2023,0.011909725,0.012047829,0.011837822,0.011909725,0
6/16/2023,0.011983941,0.011988611,0.011901644,0.011983941,0
6/19/2023,0.01198107,0.01198107,0.01183467,0.01198107,0
6/20/2023,0.011931038,0.011983941,0.011778979,0.011931038,0
6/21/2023,0.011804425,0.011932889,0.011785573,0.011931038,0
6/22/2023,0.011959577,0.012123784,0.011895557,0.011959577,0
6/23/2023,0.012353305,0.012353305,0.011782241,0.012353305,0
6/26/2023,0.011959577,0.011959577,0.011497557,0.011959577,0
6/27/2023,0.011851852,0.011851852,0.011688388,0.011851852,0
6/28/2023,0.011717835,0.011797462,0.011515431,0.011717835,0
6/29/2023,0.011647545,0.011647545,0.011400559,0.011647545,0
6/30/2023,0.01151742,0.01151742,0.011140199,0.01151742,0
7/3/2023,0.011374624,0.011374624,0.011122109,0.011374624,0
7/4/2023,0.011176931,0.011334656,0.011096932,0.011176931,0
7/5/2023,0.011115435,0.01122681,0.010970566,0.010993239,0
7/6/2023,0.010963109,0.011084632,0.010578092,0.010963109,0
7/7/2023,0.010963109,0.010980746,0.010825616,0.010963109,0
7/10/2023,0.010961908,0.011049357,0.01086614,0.010961908,0
7/11/2023,0.011047892,0.011144235,0.010996261,0.011047892,0
7/12/2023,0.011053999,0.011122109,0.010995717,0.011053999,0
7/13/2023,0.011053999,0.011165263,0.010947986,0.011053999,0
7/14/2023,0.011099395,0.011161337,0.011041306,0.011099395,0
7/17/2023,0.011084632,0.011146409,0.011007033,0.011084632,0
7/18/2023,0.011041184,0.011114199,0.010969122,0.011041184,0
7/19/2023,0.010993239,0.011083095,0.010911074,0.011053999,0
7/20/2023,0.010879617,0.011084016,0.010879617,0.010879617,0
7/21/2023,0.011103092,0.011121924,0.010981167,0.011103092,0
7/24/2023,0.011053999,0.011131519,0.010986295,0.011053999,0
7/25/2023,0.011060111,0.011245116,0.011057054,0.011060111,0
7/26/2023,0.011090778,0.011160403,0.011065007,0.011090778,0
7/27/2023,0.011115435,0.01118975,0.011017463,0.011115435,0
7/28/2023,0.011029614,0.011139269,0.010841284,0.011029614,0
7/31/2023,0.010866612,0.010955903,0.010814727,0.010866612,0
8/1/2023,0.010915243,0.010951523,0.01084634,0.010915243,0
8/2/2023,0.010825439,0.01087518,0.01059193,0.010825439,0
8/3/2023,0.010636601,0.010743909,0.010563566,0.010636601,0
8/4/2023,0.010530196,0.010622082,0.010271158,0.010530196,0
8/7/2023,0.010434058,0.010505525,0.010308215,0.010434058,0
8/8/2023,0.010447684,0.010524377,0.010240027,0.010447684,0
8/9/2023,0.010291242,0.010447684,0.010167148,0.010291242,0
8/10/2023,0.010326312,0.010383947,0.010224164,0.010326312,0
8/11/2023,0.010310342,0.010310394,0.010067249,0.010310342,0
8/14/2023,0.010004002,0.010155893,0.009770873,0.010004002,0
8/15/2023,0.010313,0.010513036,0.010046314,0.010155893,0
8/16/2023,0.010155893,0.010735258,0.010155893,0.010155893,0
